timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume
1733792400000,97867.91000000,98058.50000000,97467.80000000,97946.00000000,1095.21618000,1733795999999,107137037.52028680,274187,470.69063000,46043604.59844270,0
1733796000000,97946.00000000,97946.01000000,96614.27000000,96660.01000000,1804.43021000,1733799599999,175698450.02692000,308699,739.02031000,71965255.68651480,0
1733799600000,96660.00000000,96947.26000000,95565.41000000,96931.99000000,3126.85208000,1733803199999,301158777.18476010,643391,1371.89011000,132115224.43765760,0
1733803200000,96931.99000000,97132.45000000,95900.00000000,97031.97000000,1630.90831000,1733806799999,157575637.52733710,363181,754.27074000,72889480.75717160,0
1733806800000,97031.98000000,97051.99000000,96520.49000000,96941.99000000,1054.45271000,1733810399999,102087512.99246700,212854,524.78144000,50807829.48872750,0
1733810400000,96941.99000000,97519.20000000,96810.85000000,97464.60000000,1222.41402000,1733813999999,118804873.92652090,213062,667.95195000,64915309.30011850,0
1733814000000,97464.60000000,97502.74000000,96908.00000000,97196.44000000,943.52763000,1733817599999,91655865.56197810,176051,523.57328000,50856375.36286470,0
1733817600000,97196.44000000,97547.52000000,96938.19000000,97385.72000000,866.37002000,1733821199999,84247800.70830610,204794,463.12267000,45039848.46440150,0
1733821200000,97385.72000000,97680.00000000,97224.79000000,97489.10000000,851.77822000,1733824799999,83001521.66502340,197265,488.91330000,47643657.09386750,0
1733824800000,97489.10000000,97862.43000000,97489.09000000,97687.50000000,947.81939000,1733828399999,92609084.89843550,187932,558.44010000,54562494.95649190,0
1733828400000,97687.50000000,97937.50000000,97444.42000000,97722.52000000,1066.94048000,1733831999999,104215366.86689560,213598,545.03617000,53244035.96147660,0
1733832000000,97722.53000000,97841.10000000,96864.04000000,97161.50000000,1548.27714000,1733835599999,150622581.29769000,519714,786.29562000,76494254.40399330,0
1733835600000,97161.50000000,97929.99000000,97128.00000000,97738.36000000,1701.94365000,1733839199999,166103165.14236460,542358,874.38259000,85338152.34773830,0
1733839200000,97738.35000000,98270.00000000,97140.00000000,97820.01000000,3526.12099000,1733842799999,344825648.23713130,831416,1881.79215000,184045827.18978490,0
1733842800000,97820.01000000,98113.68000000,95555.00000000,95658.79000000,4812.98677000,1733846399999,465585007.25636580,1079445,2052.02657000,198561050.87855480,0
1733846400000,95658.79000000,96500.00000000,94508.69000000,96319.77000000,7543.54551000,1733849999999,719986044.67136260,1172638,3209.05581000,306376026.91459620,0
1733850000000,96319.76000000,96391.17000000,94401.76000000,94484.01000000,5401.75410000,1733853599999,513445743.78123630,1121081,2468.86236000,234608976.84104700,0
1733853600000,94484.01000000,95524.00000000,94256.54000000,95132.03000000,2558.43561000,1733857199999,242815443.19289930,776393,1228.43468000,116568875.61321460,0
1733857200000,95132.04000000,96171.14000000,94980.27000000,95856.50000000,1778.37842000,1733860799999,170245327.39719230,569821,867.59987000,83064781.23088600,0
1733860800000,95856.50000000,96700.00000000,95616.00000000,96434.76000000,1949.38081000,1733864399999,187655547.53287870,507732,970.89185000,93473532.87215320,0
1733864400000,96434.75000000,97200.70000000,96382.35000000,96858.00000000,2026.89962000,1733867999999,196166983.97352350,493836,1005.35153000,97296873.79234700,0
1733868000000,96858.00000000,97099.49000000,96587.43000000,96849.44000000,1109.33596000,1733871599999,107438022.28949440,264151,484.21324000,46897177.82187970,0
1733871600000,96849.45000000,97128.62000000,96402.70000000,96593.00000000,1199.51886000,1733875199999,116147661.82149160,293043,624.28642000,60455995.46020080,0
1733875200000,96593.00000000,96842.42000000,95816.36000000,96412.61000000,1676.16419000,1733878799999,161519219.45159350,537619,783.10394000,75463377.54107060,0
1733878800000,96412.61000000,96635.79000000,95658.24000000,95752.02000000,1661.31944000,1733882399999,159738499.09538700,592515,753.03101000,72414408.68292160,0
1733882400000,95752.02000000,97444.44000000,95677.96000000,97207.29000000,1684.35094000,1733885999999,162840014.92101970,511775,849.81154000,82154979.16789750,0
1733886000000,97207.29000000,97625.76000000,97128.24000000,97398.43000000,1079.97914000,1733889599999,105156008.44959290,337535,536.40747000,52230628.95869900,0
1733889600000,97398.42000000,97600.00000000,97181.70000000,97546.96000000,1071.82464000,1733893199999,104387671.95160400,260963,587.52042000,57217083.55716340,0
1733893200000,97546.97000000,97700.00000000,97300.80000000,97495.19000000,581.06970000,1733896799999,56627707.18768610,232508,234.77912000,22881295.41267440,0
1733896800000,97495.20000000,97765.77000000,97391.40000000,97689.57000000,482.35697000,1733900399999,47093162.85010490,190950,249.86118000,24394995.94513100,0
1733900400000,97689.57000000,97790.36000000,97248.87000000,97334.60000000,747.37970000,1733903999999,72899696.67342220,182342,304.82870000,29727540.50498630,0
1733904000000,97334.59000000,98472.57000000,97316.78000000,98109.90000000,1557.01346000,1733907599999,152562895.67747020,301301,874.33107000,85657233.56861660,0
1733907600000,98109.90000000,98171.35000000,97757.44000000,97999.99000000,778.44620000,1733911199999,76227522.87647360,246907,344.99790000,33779884.70634860,0
1733911200000,98000.00000000,98301.17000000,97862.66000000,98214.29000000,779.21065000,1733914799999,76429805.49599240,181359,380.00869000,37277190.91709700,0
1733914800000,98214.29000000,98450.00000000,98137.09000000,98292.61000000,800.38789000,1733918399999,78680725.78960690,161904,373.24495000,36690444.60614490,0
1733918400000,98292.61000000,98493.04000000,98164.02000000,98236.00000000,775.58074000,1733921999999,76279138.47101230,179293,362.21884000,35624635.11976370,0
1733922000000,98236.00000000,98865.47000000,98072.33000000,98736.86000000,1875.90205000,1733925599999,184885900.31263350,481111,926.71174000,91341335.28490760,0
1733925600000,98736.86000000,99539.29000000,98369.82000000,99515.98000000,2230.19310000,1733929199999,220748905.80167330,556809,1116.82926000,110565956.22121290,0
1733929200000,99515.99000000,100800.00000000,99414.72000000,100361.64000000,5764.60580000,1733932799999,577304816.19841860,837830,3280.37513000,328442759.95300060,0
1733932800000,100361.64000000,101090.90000000,100295.61000000,100575.99000000,2950.52479000,1733936399999,297027889.31092630,555241,1585.59782000,159649481.78781790,0
1733936400000,100576.00000000,100982.07000000,99660.15000000,99781.90000000,2298.27737000,1733939999999,230764966.46194330,452276,1020.62800000,102458543.94547070,0
1733940000000,99781.89000000,100786.30000000,99608.23000000,100388.71000000,2207.59419000,1733943599999,221303048.91969750,472723,1125.00115000,112761937.89211020,0
1733943600000,100388.72000000,101141.01000000,100388.71000000,101122.71000000,1758.39622000,1733947199999,177270251.60510350,248186,1044.93146000,105360565.01941560,0
1733947200000,101122.71000000,101674.72000000,101024.75000000,101271.56000000,2068.71914000,1733950799999,209628075.68037150,348587,1022.62334000,103629028.12728310,0
1733950800000,101271.57000000,101536.70000000,100866.42000000,101520.12000000,1152.95810000,1733954399999,116644621.41190650,173600,532.68514000,53892225.77476790,0
1733954400000,101520.13000000,101888.00000000,101180.63000000,101209.74000000,1098.87478000,1733957999999,111558652.94522540,123585,533.97970000,54228856.29559300,0
1733958000000,101209.74000000,101500.00000000,101068.25000000,101125.00000000,672.65371000,1733961599999,68124565.47958480,83592,289.33802000,29301929.22107630,0
1733961600000,101125.00000000,101200.00000000,100559.71000000,100772.46000000,970.26535000,1733965199999,97916390.25408140,220628,408.48020000,41220128.98044820,0
1733965200000,100772.47000000,100861.98000000,100331.61000000,100496.30000000,1065.71101000,1733968799999,107208565.58597030,236593,454.84979000,45753877.90057950,0
1733968800000,100496.30000000,101824.77000000,100496.30000000,101824.76000000,1067.28192000,1733972399999,107881033.93114000,270609,630.26813000,63724554.50101230,0
1733972400000,101824.77000000,101829.00000000,100792.00000000,101025.87000000,1481.01937000,1733975999999,150028062.66499680,368461,647.72051000,65620933.60213630,0
1733976000000,101025.88000000,101191.85000000,100572.00000000,100675.70000000,877.84617000,1733979599999,88537060.02130410,232715,390.31878000,39367134.97761910,0
1733979600000,100675.70000000,101136.92000000,100617.64000000,100618.86000000,1063.06897000,1733983199999,107232124.72718590,201236,567.27686000,57222396.34044260,0
1733983200000,100618.87000000,100701.24000000,100402.82000000,100584.37000000,548.35286000,1733986799999,55144150.84787890,182454,284.90843000,28651935.29200720,0
1733986800000,100584.37000000,100828.16000000,100496.47000000,100499.99000000,528.75796000,1733990399999,53211895.34999020,118022,237.64190000,23917052.56616250,0
1733990400000,100499.99000000,101049.36000000,100470.58000000,100980.00000000,703.47330000,1733993999999,70906653.63591810,134228,370.85068000,37382892.08159850,0
1733994000000,100979.99000000,101126.54000000,100794.11000000,100814.07000000,604.85218000,1733997599999,61065119.36792460,122989,295.03562000,29790251.81427680,0
1733997600000,100814.06000000,100814.07000000,100473.14000000,100579.44000000,620.99851000,1734001199999,62467865.01948930,189757,301.12050000,30288316.87815930,0
1734001200000,100579.44000000,100637.97000000,100178.32000000,100358.42000000,663.75995000,1734004799999,66613618.31169040,213825,253.81565000,25471723.30321320,0
1734004800000,100358.42000000,100944.00000000,100348.35000000,100828.00000000,783.19887000,1734008399999,78890119.91147460,188712,415.70032000,41871800.74592870,0
1734008400000,100828.00000000,101545.78000000,100540.74000000,100911.99000000,1810.00915000,1734011999999,182878714.60104330,540341,879.76607000,88904187.77731430,0
1734012000000,100912.00000000,101749.74000000,100629.41000000,101702.04000000,2588.59757000,1734015599999,261964756.68270020,660480,1317.17776000,133334360.51076070,0
1734015600000,101702.04000000,101861.60000000,100700.07000000,101797.14000000,2345.92427000,1734019199999,237840811.56368190,637812,1138.70000000,115473593.93310310,0
