timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume
1735520400000,93583.96000000,93916.62000000,93368.93000000,93861.89000000,450.30610000,1735522199999,42172092.33320570,121542,224.95070000,21064903.35326590,0
1735522200000,93861.89000000,94274.29000000,93438.99000000,93948.42000000,702.16599000,1735523999999,65879337.31437720,183138,368.47668000,34582988.67026460,0
1735524000000,93948.41000000,93973.61000000,93436.17000000,93532.00000000,429.39950000,1735525799999,40213134.40015180,113340,191.94966000,17975151.08414950,0
1735525800000,93532.00000000,93936.24000000,93413.72000000,93906.41000000,338.05245000,1735527599999,31660771.34418720,98202,191.25981000,17914169.62281630,0
1735527600000,93906.41000000,94080.00000000,93780.00000000,93890.62000000,250.34362000,1735529399999,23520465.50515030,72975,122.22069000,11482447.95042810,0
1735529400000,93890.62000000,93919.90000000,93639.87000000,93722.71000000,152.59260000,1735531199999,14305589.43636750,58442,56.22123000,5271067.83913970,0
1735531200000,93722.72000000,93979.45000000,93434.82000000,93555.98000000,302.21600000,1735532999999,28318091.45142730,71966,151.16862000,14175272.49234820,0
1735533000000,93555.98000000,93673.86000000,93264.14000000,93280.26000000,261.57009000,1735534799999,24454947.21760730,86839,103.62229000,9691150.92924270,0
1735534800000,93280.27000000,93527.57000000,93240.03000000,93249.95000000,221.90653000,1735536599999,20712227.91513760,82033,111.37297000,10394933.44000460,0
1735536600000,93249.95000000,93581.53000000,93246.96000000,93581.53000000,250.54873000,1735538399999,23402630.65557250,69391,132.38609000,12365662.46361740,0
1735538400000,93581.53000000,94060.35000000,93517.38000000,93886.19000000,359.11006000,1735540199999,33694560.62266370,82170,201.21639000,18882250.21952670,0
1735540200000,93886.19000000,93949.75000000,93733.69000000,93901.29000000,273.72611000,1735541999999,25688301.48674010,83210,185.96288000,17451410.86522560,0
1735542000000,93901.29000000,93947.99000000,93500.01000000,93546.71000000,202.79512000,1735543799999,19013079.05140370,68811,91.47478000,8581983.18301680,0
1735543800000,93546.71000000,93764.00000000,93319.99000000,93731.65000000,568.10977000,1735545599999,53139085.49855730,84897,248.02967000,23209597.99441180,0
